Spanish word,English word,Spanish Sentence,English Sentence
sazonar,to season,Esta es una frase con la palabra 'sazonar'.,This is a sentence with the word 'to season'.
lavar,to wash,Esta es una frase con la palabra 'lavar'.,This is a sentence with the word 'to wash'.
cortar,to cut,Esta es una frase con la palabra 'cortar'.,This is a sentence with the word 'to cut'.
pelar,to peel,Esta es una frase con la palabra 'pelar'.,This is a sentence with the word 'to peel'.
picar,to chop,Esta es una frase con la palabra 'picar'.,This is a sentence with the word 'to chop'.
moler,to grind,Esta es una frase con la palabra 'moler'.,This is a sentence with the word 'to grind'.
incorporar,to add,Esta es una frase con la palabra 'incorporar'.,This is a sentence with the word 'to add'.
mezclar,to mix,Esta es una frase con la palabra 'mezclar'.,This is a sentence with the word 'to mix'.
catir,to whisk,Esta es una frase con la palabra 'catir'.,This is a sentence with the word 'to whisk'.
licuar,to blend,Esta es una frase con la palabra 'licuar'.,This is a sentence with the word 'to blend'.
combinar,to combine,Esta es una frase con la palabra 'combinar'.,This is a sentence with the word 'to combine'.
freír,to fry,Esta es una frase con la palabra 'freír'.,This is a sentence with the word 'to fry'.
hervir,to boil,Esta es una frase con la palabra 'hervir'.,This is a sentence with the word 'to boil'.
colar,to strain,Esta es una frase con la palabra 'colar'.,This is a sentence with the word 'to strain'.
cocer,to cook,Esta es una frase con la palabra 'cocer'.,This is a sentence with the word 'to cook'.
hornear,to bake,Esta es una frase con la palabra 'hornear'.,This is a sentence with the word 'to bake'.
asar,to grill / roast,Esta es una frase con la palabra 'asar'.,This is a sentence with the word 'to grill / roast'.
saltear,to saute,Esta es una frase con la palabra 'saltear'.,This is a sentence with the word 'to saute'.
preparar,to prepare,Esta es una frase con la palabra 'preparar'.,This is a sentence with the word 'to prepare'.
descongelar,to defrost,Esta es una frase con la palabra 'descongelar'.,This is a sentence with the word 'to defrost'.
quemar,to burn,Esta es una frase con la palabra 'quemar'.,This is a sentence with the word 'to burn'.
tostar,to toast,Esta es una frase con la palabra 'tostar'.,This is a sentence with the word 'to toast'.
derretir,to melt,Esta es una frase con la palabra 'derretir'.,This is a sentence with the word 'to melt'.
rodajear,to slice,Esta es una frase con la palabra 'rodajear'.,This is a sentence with the word 'to slice'.
calentar,to warm up / heat,Esta es una frase con la palabra 'calentar'.,This is a sentence with the word 'to warm up / heat'.
rellenar,to fill / stuff,Esta es una frase con la palabra 'rellenar'.,This is a sentence with the word 'to fill / stuff'.
lavar,to wash,Esta es una frase con la palabra 'lavar'.,This is a sentence with the word 'to wash'.
limpiar,to clean,Esta es una frase con la palabra 'limpiar'.,This is a sentence with the word 'to clean'.
desayunar,to have breakfast,Esta es una frase con la palabra 'desayunar'.,This is a sentence with the word 'to have breakfast'.
cenar,to have dinner,Esta es una frase con la palabra 'cenar'.,This is a sentence with the word 'to have dinner'.
la puerta,the door,Esta es una frase con la palabra 'la puerta'.,This is a sentence with the word 'the door'.
el armario,the wardrobe,Esta es una frase con la palabra 'el armario'.,This is a sentence with the word 'the wardrobe'.
la estantería,the shelf,Esta es una frase con la palabra 'la estantería'.,This is a sentence with the word 'the shelf'.
la ventana,the window,Esta es una frase con la palabra 'la ventana'.,This is a sentence with the word 'the window'.
las cortinas,the curtains,Esta es una frase con la palabra 'las cortinas'.,This is a sentence with the word 'the curtains'.
el escritorio,the desk,Esta es una frase con la palabra 'el escritorio'.,This is a sentence with the word 'the desk'.
el ordenador,the computer,Esta es una frase con la palabra 'el ordenador'.,This is a sentence with the word 'the computer'.
la cama,the bed,Esta es una frase con la palabra 'la cama'.,This is a sentence with the word 'the bed'.
el cojín,the pillow,Esta es una frase con la palabra 'el cojín'.,This is a sentence with the word 'the pillow'.
el edredón,the quilt,Esta es una frase con la palabra 'el edredón'.,This is a sentence with the word 'the quilt'.
las sábanas,the bedding,Esta es una frase con la palabra 'las sábanas'.,This is a sentence with the word 'the bedding'.
la almohada,the pillowcase,Esta es una frase con la palabra 'la almohada'.,This is a sentence with the word 'the pillowcase'.
la lámpara,the lamp,Esta es una frase con la palabra 'la lámpara'.,This is a sentence with the word 'the lamp'.
la mesilla de noche,the night table or nightstand,Esta es una frase con la palabra 'la mesilla de noche'.,This is a sentence with the word 'the night table or nightstand'.
el espejo,the mirror,Esta es una frase con la palabra 'el espejo'.,This is a sentence with the word 'the mirror'.
el cuadro,the painting,Esta es una frase con la palabra 'el cuadro'.,This is a sentence with the word 'the painting'.
la puerta,the door,Esta es una frase con la palabra 'la puerta'.,This is a sentence with the word 'the door'.
el armario,the wardrobe,Esta es una frase con la palabra 'el armario'.,This is a sentence with the word 'the wardrobe'.
la estantería,the shelf,Esta es una frase con la palabra 'la estantería'.,This is a sentence with the word 'the shelf'.
la ventana,the window,Esta es una frase con la palabra 'la ventana'.,This is a sentence with the word 'the window'.
las cortinas,the curtains,Esta es una frase con la palabra 'las cortinas'.,This is a sentence with the word 'the curtains'.
la mesa,the table,Esta es una frase con la palabra 'la mesa'.,This is a sentence with the word 'the table'.
la silla,the chair,Esta es una frase con la palabra 'la silla'.,This is a sentence with the word 'the chair'.
el sillón,armchair,Esta es una frase con la palabra 'el sillón'.,This is a sentence with the word 'armchair'.
la alfombra,the carpet or rug,Esta es una frase con la palabra 'la alfombra'.,This is a sentence with the word 'the carpet or rug'.
la lámpara,the lamp,Esta es una frase con la palabra 'la lámpara'.,This is a sentence with the word 'the lamp'.
la planta,the plant,Esta es una frase con la palabra 'la planta'.,This is a sentence with the word 'the plant'.
las flores,the flowers,Esta es una frase con la palabra 'las flores'.,This is a sentence with the word 'the flowers'.
la chimenea,the chimney,Esta es una frase con la palabra 'la chimenea'.,This is a sentence with the word 'the chimney'.
el suelo,the ground,Esta es una frase con la palabra 'el suelo'.,This is a sentence with the word 'the ground'.
el techo,the ceiling,Esta es una frase con la palabra 'el techo'.,This is a sentence with the word 'the ceiling'.
dependiente/a,shop assistant,Esta es una frase con la palabra 'dependiente/a'.,This is a sentence with the word 'shop assistant'.
caja,checkout,Esta es una frase con la palabra 'caja'.,This is a sentence with the word 'checkout'.
rebajas,sales,Esta es una frase con la palabra 'rebajas'.,This is a sentence with the word 'sales'.
ocasión,bargain,Esta es una frase con la palabra 'ocasión'.,This is a sentence with the word 'bargain'.
recibo,receipt,Esta es una frase con la palabra 'recibo'.,This is a sentence with the word 'receipt'.
probadores,dressing room,Esta es una frase con la palabra 'probadores'.,This is a sentence with the word 'dressing room'.
tamaño,size,Esta es una frase con la palabra 'tamaño'.,This is a sentence with the word 'size'.
tienda de ropa,clothing store,Esta es una frase con la palabra 'tienda de ropa'.,This is a sentence with the word 'clothing store'.
zapatería,shoe store,Esta es una frase con la palabra 'zapatería'.,This is a sentence with the word 'shoe store'.
librería,bookstore,Esta es una frase con la palabra 'librería'.,This is a sentence with the word 'bookstore'.
almacén,department store,Esta es una frase con la palabra 'almacén'.,This is a sentence with the word 'department store'.
supermercado,supermarket,Esta es una frase con la palabra 'supermercado'.,This is a sentence with the word 'supermarket'.
joyería,jeweler,Esta es una frase con la palabra 'joyería'.,This is a sentence with the word 'jeweler'.
juguetería,toy store,Esta es una frase con la palabra 'juguetería'.,This is a sentence with the word 'toy store'.
almacenero(a),grocer,Esta es una frase con la palabra 'almacenero(a)'.,This is a sentence with the word 'grocer'.
comerciante (a),merchant,Esta es una frase con la palabra 'comerciante (a)'.,This is a sentence with the word 'merchant'.
tendero(a),shopkeeper,Esta es una frase con la palabra 'tendero(a)'.,This is a sentence with the word 'shopkeeper'.
dependiente,clerk,Esta es una frase con la palabra 'dependiente'.,This is a sentence with the word 'clerk'.
cajero(a),cashier,Esta es una frase con la palabra 'cajero(a)'.,This is a sentence with the word 'cashier'.
los cuidados de la salud,healthcare,Esta es una frase con la palabra 'los cuidados de la salud'.,This is a sentence with the word 'healthcare'.
el dentista,dentist,Esta es una frase con la palabra 'el dentista'.,This is a sentence with the word 'dentist'.
el doctor/a,doctor,Esta es una frase con la palabra 'el doctor/a'.,This is a sentence with the word 'doctor'.
el enfermero/a,nurse,Esta es una frase con la palabra 'el enfermero/a'.,This is a sentence with the word 'nurse'.
el médico general,general practitioner,Esta es una frase con la palabra 'el médico general'.,This is a sentence with the word 'general practitioner'.
el médico de cabecera,general practitioner,Esta es una frase con la palabra 'el médico de cabecera'.,This is a sentence with the word 'general practitioner'.
el médico especialista,specialist,Esta es una frase con la palabra 'el médico especialista'.,This is a sentence with the word 'specialist'.
el/la nutricionista,nutritionist,Esta es una frase con la palabra 'el/la nutricionista'.,This is a sentence with the word 'nutritionist'.
el/la paciente,patient,Esta es una frase con la palabra 'el/la paciente'.,This is a sentence with the word 'patient'.
el/la paramédico,paramedic,Esta es una frase con la palabra 'el/la paramédico'.,This is a sentence with the word 'paramedic'.
quiropráctico(a),chiropractor,Esta es una frase con la palabra 'quiropráctico(a)'.,This is a sentence with the word 'chiropractor'.
el/la pediatra,pediatrician,Esta es una frase con la palabra 'el/la pediatra'.,This is a sentence with the word 'pediatrician'.
el psicólogo/a,psychologist,Esta es una frase con la palabra 'el psicólogo/a'.,This is a sentence with the word 'psychologist'.
los primeros auxilios,first aid,Esta es una frase con la palabra 'los primeros auxilios'.,This is a sentence with the word 'first aid'.
la salud,health,Esta es una frase con la palabra 'la salud'.,This is a sentence with the word 'health'.
la ambulancia,ambulance,Esta es una frase con la palabra 'la ambulancia'.,This is a sentence with the word 'ambulance'.
la aseguradora,insurance carrier,Esta es una frase con la palabra 'la aseguradora'.,This is a sentence with the word 'insurance carrier'.
el centro de salud,clinic,Esta es una frase con la palabra 'el centro de salud'.,This is a sentence with the word 'clinic'.
la clínica,clinic,Esta es una frase con la palabra 'la clínica'.,This is a sentence with the word 'clinic'.
la farmacia,drug store,Esta es una frase con la palabra 'la farmacia'.,This is a sentence with the word 'drug store'.
droguería,drug store,Esta es una frase con la palabra 'droguería'.,This is a sentence with the word 'drug store'.
el hospital,hospital,Esta es una frase con la palabra 'el hospital'.,This is a sentence with the word 'hospital'.
el pabellón,ward,Esta es una frase con la palabra 'el pabellón'.,This is a sentence with the word 'ward'.
la sala de espera,waiting room,Esta es una frase con la palabra 'la sala de espera'.,This is a sentence with the word 'waiting room'.
la sala de operaciones,operating room,Esta es una frase con la palabra 'la sala de operaciones'.,This is a sentence with the word 'operating room'.
el sanatorio,sanatorium,Esta es una frase con la palabra 'el sanatorio'.,This is a sentence with the word 'sanatorium'.
la alergía,allergy,Esta es una frase con la palabra 'la alergía'.,This is a sentence with the word 'allergy'.
la asfixia,suffocation,Esta es una frase con la palabra 'la asfixia'.,This is a sentence with the word 'suffocation'.
el asma,asthma,Esta es una frase con la palabra 'el asma'.,This is a sentence with the word 'asthma'.
el ataque al corazón/paro cardiaco,heart attack,Esta es una frase con la palabra 'el ataque al corazón/paro cardiaco'.,This is a sentence with the word 'heart attack'.
el calambre,muscle cramp,Esta es una frase con la palabra 'el calambre'.,This is a sentence with the word 'muscle cramp'.
el cancer,cancer,Esta es una frase con la palabra 'el cancer'.,This is a sentence with the word 'cancer'.
el chinchón,head bump,Esta es una frase con la palabra 'el chinchón'.,This is a sentence with the word 'head bump'.
el corte,cut,Esta es una frase con la palabra 'el corte'.,This is a sentence with the word 'cut'.
la deshidratación,dehydration,Esta es una frase con la palabra 'la deshidratación'.,This is a sentence with the word 'dehydration'.
la diabetes,diabetes,Esta es una frase con la palabra 'la diabetes'.,This is a sentence with the word 'diabetes'.
la diarrea,diarrhea,Esta es una frase con la palabra 'la diarrea'.,This is a sentence with the word 'diarrhea'.
el dolor,ache/pain,Esta es una frase con la palabra 'el dolor'.,This is a sentence with the word 'ache/pain'.
el dolor de cabeza,headache,Esta es una frase con la palabra 'el dolor de cabeza'.,This is a sentence with the word 'headache'.
el dolor de garganta,sore throat,Esta es una frase con la palabra 'el dolor de garganta'.,This is a sentence with the word 'sore throat'.
el dolor de estómago,stomach ache,Esta es una frase con la palabra 'el dolor de estómago'.,This is a sentence with the word 'stomach ache'.
el dolor de diente,toothache,Esta es una frase con la palabra 'el dolor de diente'.,This is a sentence with the word 'toothache'.
la enfermedad,disease,Esta es una frase con la palabra 'la enfermedad'.,This is a sentence with the word 'disease'.
la enfermedad cardiaca,heart disease,Esta es una frase con la palabra 'la enfermedad cardiaca'.,This is a sentence with the word 'heart disease'.
la enfermedad infecciosa,infectious disease,Esta es una frase con la palabra 'la enfermedad infecciosa'.,This is a sentence with the word 'infectious disease'.
los escalofríos,shaking chills,Esta es una frase con la palabra 'los escalofríos'.,This is a sentence with the word 'shaking chills'.
la fractura,fracture,Esta es una frase con la palabra 'la fractura'.,This is a sentence with the word 'fracture'.
la fiebre,fever,Esta es una frase con la palabra 'la fiebre'.,This is a sentence with the word 'fever'.
la gripe,flu,Esta es una frase con la palabra 'la gripe'.,This is a sentence with the word 'flu'.
la herida,wound,Esta es una frase con la palabra 'la herida'.,This is a sentence with the word 'wound'.
la hipotermia,hypothermia,Esta es una frase con la palabra 'la hipotermia'.,This is a sentence with the word 'hypothermia'.
la infección,infection,Esta es una frase con la palabra 'la infección'.,This is a sentence with the word 'infection'.
el malestar,discomfort,Esta es una frase con la palabra 'el malestar'.,This is a sentence with the word 'discomfort'.
el morete/moretón,bruise,Esta es una frase con la palabra 'el morete/moretón'.,This is a sentence with the word 'bruise'.
la náusea,nausea,Esta es una frase con la palabra 'la náusea'.,This is a sentence with the word 'nausea'.
el raspón,graze,Esta es una frase con la palabra 'el raspón'.,This is a sentence with the word 'graze'.
el resfriado,cold,Esta es una frase con la palabra 'el resfriado'.,This is a sentence with the word 'cold'.
el sangrado,bleeding,Esta es una frase con la palabra 'el sangrado'.,This is a sentence with the word 'bleeding'.
la tos,cough,Esta es una frase con la palabra 'la tos'.,This is a sentence with the word 'cough'.
el virus,virus,Esta es una frase con la palabra 'el virus'.,This is a sentence with the word 'virus'.
el vomito,vomit,Esta es una frase con la palabra 'el vomito'.,This is a sentence with the word 'vomit'.
