Spanish word,English word,Spanish Sentence,English Sentence
la silla,chair,La silla está junto a la mesa en la cocina.,The chair is next to the table in the kitchen.
la mochila,backpack,"Por favor, no te olvides de guardar el libro en la mochila antes de salir.","Please, don't forget to put the book in the backpack before leaving."
el libro,book,"Claro, aquí tienes una frase: Me encanta leer el libro que me regalaste.","Of course, here is a sentence: ""I love reading the book you gave me."""
el cuaderno,notebook,¡No olvides llevar el cuaderno a clase mañana!,Don't forget to bring the notebook to class tomorrow!
el papel,paper,"Claro, aquí tienes: Me gusta reciclar el papel para ayudar al medio ambiente.","Claro, aquí tienes: I like to recycle paper to help the environment."
el lápiz,pencil,El lápiz que utilizo para dibujar es de color azul.,"""The pencil I use for drawing is blue in color."""
los lápices de colores,coloring pencils,Clara utiliza los lápices de colores para dibujar paisajes coloridos.,Clara uses colored pencils to draw colorful landscapes.
el sacapuntas,pencil sharpener,Claramente necesito un el sacapuntas para afilar mi lápiz.,"Clearly, I need a pencil sharpener to sharpen my pencil."
el bolígrafo,pen,"Por favor, ¿me podrías prestar el bolígrafo que tienes en tu mochila?","""Por favor, ¿me podrías prestar el bolígrafo que tienes en tu mochila?"" means ""Please, could you lend me the pen you have in your backpack?"""
la goma,eraser,Seguí el rastro de lágrimas con la goma de borrar.,I followed the trail of tears with the eraser.
las tijeras,scissors,¡No encuentro las tijeras para cortar papel!,I can't find the scissors to cut paper!
la cola/el pegamento,glue,Claramente debemos utilizar el pegamento para reparar la cola de la silla.,"Clearly, we should use glue to repair the leg of the chair."
la regla,ruler,La regla de oro es tratar a los demás como te gustaría ser tratado.,"""The golden rule is to treat others as you would like to be treated."""
la grapadora,stapler,¡No puedo encontrar la grapadora en la oficina!,I can't find the stapler in the office!
el estuche,pencil case,"Por favor, asegúrate de guardar los lápices en el estuche antes de salir de la clase.","""Please make sure to put the pencils in the case before leaving the class."""
estudiar,to study,"Claro, aquí tienes una oración: ""Me gusta estudiar español todos los días"".","Of course, here is a sentence: ""I enjoy studying Spanish every day.""."
repasar,to revise,"Claro, aquí tienes: Antes del examen, es importante repasar el material de estudio.","Of course, here you go: Before the exam, it is important to review the study material."
aprender,to learn,Me encanta aprender cosas nuevas cada día.,I love learning new things every day.
saber,to know,"¡Hola! Aquí tienes una oración: ""Quiero saber más sobre la cultura española"".","""¡Hola! Aquí tienes una oración: 'Quiero saber más sobre la cultura española'."""
hacer los deberes,to do homework,"Claro, aquí tienes una oración: ""Juan siempre hace los deberes antes de salir a jugar"".","Of course, here's a sentence: ""Juan always does his homework before going out to play."""
hacer la tarea,to do homework,"Claro, aquí tienes una oración: ""Después de la clase, los estudiantes van a casa para hacer la tarea"".","Sure, here is a sentence: ""After the class, the students go home to do their homework."""
leer,to read,Me encanta leer libros en mi tiempo libre.,I love reading books in my free time.
escribir,to write,Clara le gusta escribir en su diario todas las noches.,Clara enjoys writing in her diary every night.
hablar,to speak,"Claro, aquí tienes una oración: Mañana voy a hablar con mi jefe sobre mi proyecto.","Of course, here is a sentence: ""Tomorrow I am going to talk to my boss about my project."""
decir,to say,El maestro siempre dice la verdad.,"""The teacher always tells the truth."""
preguntar,to ask,"Claro, aquí tienes una oración: ""Quiero preguntarle a Juan sobre su viaje.""","Of course, here is a sentence: ""I want to ask Juan about his trip."""
charlar,to chat,Vamos a charlar un rato sobre nuestras vacaciones.,Let's chat for a while about our vacations.
dictar,to dictate,El profesor va a dictar la lección de hoy en la clase de matemáticas.,The teacher is going to give today's lesson in the math class.
deletrear,to spell,"Claro, aquí tienes un ejemplo de una oración en español usando la palabra 'deletrear': ""Por favor, ¿puedes deletrear tu nombre para que lo anote correctamente?""","Of course, here is an example of a sentence in English using the word 'spell': ""Please, can you spell your name so I can write it down correctly?"""
contar,to count,Patricia me contó una historia muy interesante sobre sus viajes por Europa.,"""Patricia told me a very interesting story about her travels around Europe."""
faltar,to miss school,"Claro, aquí tienes: ""Me va a faltar tiempo para terminar todas mis tareas hoy"".","Of course, here you go: ""I'm going to run out of time to finish all my tasks today."""
aprobar,to pass a subject/a test,El estudiante estudia mucho para aprobar el examen.,The student studies a lot to pass the exam.
reprobar,to fail a subject/a test,El estudiante puede reprobar la asignatura si no estudia lo suficiente.,The student can fail the subject if he does not study enough.
prestar,to lend,"Claro, aquí tienes un ejemplo de una oración en español utilizando la palabra 'prestar': ""Mi amigo me va a prestar su bicicleta para ir al parque mañana"".","Of course, here is an example of a sentence in English using the word 'lend': ""My friend is going to lend me his bicycle to go to the park tomorrow.""."
tomar prestado,to borrow,"Clara necesitaba dinero para comprar un libro, así que decidió tomar prestado el dinero a su hermana.","Clara needed money to buy a book, so she decided to borrow the money from her sister."
traer,to bring,"Por favor, ¿me podrías traer un vaso de agua?","""Por favor, ¿me podrías traer un vaso de agua?"" translates to ""Please, could you bring me a glass of water?"""
enseñar,to teach,"Claro, aquí tienes una oración: ""Mi maestra me enseña a leer y escribir en español"".","Of course, here is a sentence for you: ""My teacher is teaching me how to read and write in Spanish.""."
mostrar,to show,"""El maestro va a mostrar la lección a los estudiantes mañana.""","""The teacher is going to show the lesson to the students tomorrow."""
nombrar,to name,"Claro, aquí tienes: ""Es importante nombrar a cada uno de los integrantes del equipo en la presentación"".","""Remember to mention each member of the team in the presentation because it's important."""
ayudar,to help,"Claro, aquí tienes: ""Me gusta ayudar a mi comunidad en todo lo que puedo.""","Of course, here you go: ""I enjoy helping my community in any way I can."""
la escuela,school,Los estudiantes van a la escuela todos los días.,"""The students go to school every day."""
el colegio,school,"Claro, aquí tienes una frase: ""Voy a estudiar en el colegio mañana.""","Of course, here is a sentence: ""I am going to study at school tomorrow."""
el gimnasio,gym,Voy al gimnasio todos los días para hacer ejercicio.,I go to the gym every day to work out.
el patio,playground,El patio de la casa es el lugar perfecto para tomar el sol en verano.,"""The backyard of the house is the perfect place to sunbathe in the summer."""
el baño,restroom,"Por favor, necesito usar el baño antes de que salgamos.","""Please, I need to use the bathroom before we leave."""
el pasillo,hallway,El gato se deslizó sigilosamente por el pasillo en medio de la noche.,The cat slipped stealthily down the hallway in the middle of the night.
la biblioteca,library,Voy a la biblioteca para estudiar español.,"""I am going to the library to study Spanish."""
la oficina,office,¡Voy a la oficina todos los días a trabajar!,I go to the office every day to work!
la sala de profesores,staff room,"En la sala de profesores, los maestros suelen reunirse para discutir temas educativos.","In the teachers' lounge, teachers usually gather to discuss educational topics."
el comedor,cafeteria,Me gusta mucho comer en el comedor de mi casa.,I really enjoy eating in the dining room of my house.
la cocina,kitchen,Voy a cocinar una deliciosa cena en la cocina.,I am going to cook a delicious dinner in the kitchen.
la enfermería,infirmary,La enfermería es un lugar fundamental para la atención de los pacientes en el hospital.,"""The infirmary is a key place for patient care in the hospital."""
el laboratorio,lab,Voy a trabajar en el laboratorio de química esta tarde.,I am going to work in the chemistry laboratory this afternoon.
maestro/a,teacher (primary school),La maestra enseñó a sus alumnos muchas cosas interesantes durante la clase.,"""The teacher taught her students many interesting things during the class."""
profesor/a,teacher (secondary school),El/la profesor/a de matemáticas es muy dedicado/a y siempre está dispuesto/a a ayudar a sus estudiantes.,"""The math teacher is very dedicated and is always willing to help his/her students."""
entrenador/a,coach,El entrenador de fútbol está preparando a su equipo para el próximo partido.,The soccer coach is preparing his team for the upcoming match.
enfermero/a,nurse,La enfermera cuidó con cariño a todos los pacientes en el hospital.,The nurse lovingly cared for all the patients in the hospital.
director/a,principal,El director de la escuela dará un discurso en la ceremonia de graduación.,The school principal will give a speech at the graduation ceremony.
alumno/a,student,La profesora felicitó a la alumna por su excelente desempeño en la clase de matemáticas.,The teacher congratulated the student on her excellent performance in the math class.
estudiante,student,El estudiante está estudiando para su examen de matemáticas.,The student is studying for his math exam.
el almuerzo,lunch,"Claro, aquí tienes una oración: ""Hoy en el trabajo, disfruté de un delicioso almuerzo con mis compañeros"".","""Of course, here is a sentence: 'Today at work, I enjoyed a delicious lunch with my colleagues'."""
el recreo,recess,Los niños jugaron en el patio durante el recreo de la escuela.,The children played in the playground during the school recess.
las vacaciones,vacations,"Durante las vacaciones, viajaremos a la playa para descansar.","During the vacation, we will travel to the beach to relax."
la comida,food,"Me encanta la comida mexicana, especialmente los tacos al pastor.","I love Mexican food, especially tacos al pastor."
el casillero,locker,Mi hermano dejó su mochila en el casillero de la escuela.,"""My brother left his backpack in the school locker."""
la materia,subject,La materia prima es fundamental para la elaboración de cualquier producto.,The raw material is fundamental for the production of any product.
la matemática,math,La matemática es una materia que requiere práctica y dedicación.,Mathematics is a subject that requires practice and dedication.
la biología,biology,La biología es una ciencia fascinante que estudia los seres vivos y su funcionamiento.,Biology is a fascinating science that studies living organisms and their functions.
la química,chemistry,La química entre ellos es evidente desde el primer momento en que se conocieron.,The chemistry between them is evident from the very first moment they met.
la física,physics,La física es una disciplina fundamental para entender el funcionamiento del universo.,Physics is a fundamental discipline for understanding the workings of the universe.
la educación física,physical education,La educación física es importante para mantener una vida saludable y activa.,Physical education is important to maintain a healthy and active lifestyle.
la historia,history,La historia de ese pueblo es fascinante y llena de misterios.,The history of that town is fascinating and full of mysteries.
la literatura,literature,La literatura es una forma de arte que nos permite viajar a través de las palabras.,Literature is a form of art that allows us to travel through words.
la prueba,test,Mañana tendremos la prueba de matemáticas en la escuela.,"""Tomorrow we will have the math test at school."""
el examen,exam,Mañana tengo el examen de matemáticas.,Tomorrow I have the math exam.
la nota,grade,La nota de música estaba escrita en el pentagrama.,The musical note was written on the staff.
la calificación,grade,El estudiante recibió una buena calificación en su examen de matemáticas.,The student received a good grade on his math exam.
un ordenador (Spain),a computer,"Claro, aquí tienes: ""Mi hermana compró un ordenador nuevo para su trabajo.""","""Sure, here you go: ""My sister bought a new computer for her job."""
una computadora (Latin America),a computer,¡Necesito comprar una computadora nueva para mi trabajo!,I need to buy a new computer for my work!
una tableta,a tablet,Clara tomó una tableta de chocolate como postre.,Clara took a piece of chocolate as dessert.
una impresora,a printer,Necesito comprar una impresora nueva para imprimir documentos en casa.,"""I need to buy a new printer to print documents at home."""
el ratón,the mouse,El ratón corre por el jardín en busca de queso.,"""The mouse runs through the garden in search of cheese."""
apagar,to turn on,No olvides apagar las luces antes de salir de la habitación.,"""Don't forget to turn off the lights before leaving the room."""
encender,to turn off,Clara va a encender las velas para crear un ambiente acogedor en la habitación.,Clara is going to light the candles to create a cozy atmosphere in the room.
el disco duro,the hard drive,El disco duro de mi computadora está lleno de archivos importantes.,The hard drive of my computer is filled with important files.
el teclado,the keyboard,El teclado de mi computadora es blanco y tiene letras negras.,The keyboard of my computer is white and has black letters.
la tecla,the key,"Por favor, presiona la tecla ""Enter"" para enviar el mensaje.","Please press the ""Enter"" key to send the message."
los auriculares,headphones,"Por favor, no olvides llevar los auriculares contigo cuando salgas a correr.","""Por favor, no olvides llevar los auriculares contigo cuando salgas a correr."""
el micrófono,the mic,"Claro, aquí tienes una oración en español: ""El cantante agarra el micrófono antes de subir al escenario"".","Of course, here is a sentence in English: ""The singer grabs the microphone before going on stage."""
la pantalla,the screen,Claramente se veía la pantalla del televisor desde cualquier parte de la sala.,"""Clearly, the television screen could be seen from any part of the room."""
la cámara,the camera,"Por favor, no olvides traer la cámara para tomar fotos en el cumpleaños.","""Please don't forget to bring the camera to take photos at the birthday party."""
los altavoces,the speakers,Me gusta escuchar música a todo volumen en mi habitación con los altavoces.,I like to listen to music at full volume in my room with the speakers.
una aplicación,an app,"Claro, aquí tienes: ""Descargué una aplicación para aprender un nuevo idioma"".","""Of course, here you go: 'I downloaded an app to learn a new language'."""
base de datos,database,"""Necesito acceder a la base de datos para buscar la información que requieres.""","""I need to access the database to search for the information you need."""
las redes sociales,social networks,Mi hermana pasa mucho tiempo en las redes sociales.,My sister spends a lot of time on social media.
el enlace,the link,El enlace entre la educación y el éxito es indiscutible.,The link between education and success is indisputable.
subir,to upload,"Claro, aquí tienes un ejemplo de una oración en español con la palabra 'subir': ""Voy a subir las escaleras para llegar al segundo piso.""","Of course, here is an example of a sentence in English with the word 'subir': ""She needs to go up the stairs to reach the top floor."""
guardar,to save,"Claro, aquí tienes una frase: Yo suelo guardar mis libros en la estantería para mantenerlos organizados.","""Of course, here is a sentence: I usually keep my books on the bookshelf to keep them organized."""
borrar,to delete,Voy a borrar estas fotos antiguas de mi teléfono para liberar espacio.,I am going to delete these old photos from my phone to free up space.
hacer click,to click,"Para abrir el correo electrónico, debes hacer click en el enlace de confirmación.","To open the email, you need to click on the confirmation link."
bajar/descargar,to download,Voy a bajar/descargar una película para ver esta noche.,"""I am going to download a movie to watch tonight."""
buscar en Google,search on Google,"Por favor, busca en Google restaurantes en la zona para encontrar un lugar donde cenar esta noche.","""Please search on Google for restaurants in the area to find a place to have dinner tonight."""
pirata informático,hacker,¡El pirata informático trató de hackear el sistema de seguridad de la empresa!,The hacker tried to hack the company's security system!
contraseña,password,La contraseña de mi correo electrónico es muy segura.,The password for my email is very secure.
la casa,"house, home",¡Voy a limpiar la casa esta tarde!,"""I am going to clean the house this afternoon!"""
el hogar,home,El hogar es donde el corazón está.,"""El hogar es donde el corazón está, y en nuestro caso, nuestro corazón está en este acogedor apartamento que llamamos hogar."""
la habitación,bedroom,La habitación está decorada con colores muy relajantes.,"""The room is decorated with very relaxing colors."""
el cuarto,bedroom,En el cuarto hay una cama y una mesita de noche.,"In the room, there is a bed and a nightstand."
el dormitorio,bedroom,En el dormitorio hay una cama muy cómoda.,"In the bedroom, there is a very comfortable bed."
la sala,living room,Vamos a ver una película en la sala de estar.,"""Let's watch a movie in the living room."""
el comedor,dining room,Me gusta cenar en el comedor junto a mi familia todos los días.,"""I like to have dinner in the dining room with my family every day."""
la cocina,kitchen,Me encanta cocinar en la cocina con mi familia los fines de semana.,I love cooking in the kitchen with my family on weekends.
el baño,bathroom,"Por favor, ¿dónde está el baño en este restaurante?","""Por favor, ¿dónde está el baño en este restaurante?"" asked the guest politely."
el pasillo,hallway,El gato caminaba por el pasillo en silencio.,"Sure, here is a sentence for you: The cat walked silently down the hallway."
el jardín,"yard, garden",Voy a descansar en el jardín después de la cena.,"""I am going to rest in the garden after dinner."""
el garaje,garage,"Por favor, estaciona el coche en el garaje.","""Please park the car in the garage."""
cómodo/a,comfortable,El sofá es muy cómodo para descansar.,"""The sofa is very comfortable for resting."""
acogedor,cozy,¡La sala de estar de la casa de mi abuela es muy acogedora!,The living room in my grandmother's house is very cozy!
desordenado/a,messy,La habitación está muy desordenada y necesitamos ordenarla.,The room is very messy and we need to tidy it up.
limpio/a,clean,La casa está muy limpia después de la limpieza a fondo que hicimos ayer.,The house is very clean after the thorough cleaning we did yesterday.
la pasta de dientes,toothpaste,Necesito comprar la pasta de dientes nueva.,I need to buy the new toothpaste.
el cepillo de dientes,toothbrush,"Por favor, no te olvides de usar el cepillo de dientes antes de irte a dormir.","""Please, don't forget to use the toothbrush before going to bed."""
el jabón,soap,"Claro, aquí tienes una frase: ""Por favor, no olvides comprar el jabón en el supermercado"".","Of course, here is a sentence: ""Please, don't forget to buy the soap at the supermarket.""."
el secador de pelo,hair dryer,"Por favor, no olvides usar el secador de pelo después de lavarte el cabello.","Por favor, no olvides usar el secador de pelo después de lavarte el cabello para evitar que se moje más de lo necesario."
el champú,shampoo,No olvides comprar el champú en el supermercado hoy.,Don't forget to buy the shampoo at the supermarket today.
el cepillo,brush,"Claro, aquí tienes: ""Necesito comprar un nuevo cepillo de dientes.""","Of course, here you go: ""I need to buy a new toothbrush."""
el papel higiénico,toilet paper,"Por favor, asegúrate de que hay suficiente el papel higiénico en el baño antes de que lleguen los invitados.","""Please make sure there is enough toilet paper in the bathroom before the guests arrive."""
la toalla,towel,"Por favor, pasa la toalla para secar las manos.","""Please pass the towel to dry your hands."""
el agua jabonosa,soapy water,Lavé la ropa con el agua jabonosa para que quedara bien limpia.,I washed the clothes with soapy water so that they would be very clean.
la bolsa de basura,trash bag,"Por favor, no olvides sacar la bolsa de basura antes de irte.","Sure! Here is a sentence in English: ""Please don't forget to take out the trash bag before you leave."""
el cubo de basura,trash can,"Por favor, vacíe el cubo de basura antes de que se llene demasiado.","""Please empty the trash bin before it gets too full."""
el cesto de la ropa sucia,laundry basket,"¡Por favor, no dejes la ropa sucia fuera del cesto de la ropa sucia!","""Please, do not leave dirty clothes outside of the dirty laundry basket!"""
la navaja de afeitar,razor,El barbero utilizó la navaja de afeitar para afeitar la barba del cliente.,The barber used the straight razor to shave the customer's beard.
la maquinilla de afeitar eléctrica,electric razor,Mi padre utiliza la maquinilla de afeitar eléctrica para afeitarse todas las mañanas.,My father uses the electric razor to shave every morning.
la crema de afeitar,shaving cream,Necesito comprar más la crema de afeitar para poder afeitarme mañana.,I need to buy more shaving cream so I can shave tomorrow.
el enjuague bucal,mouthwash,"Después de cepillarte los dientes, es importante enjuagarte con el enjuague bucal para mantener una buena higiene bucal.","After brushing your teeth, it is important to rinse with mouthwash to maintain good oral hygiene."
el cepillo de pelo,hair brush,"Por la mañana, me gusta peinarme con el cepillo de pelo que me regalaste.","In the morning, I like to brush my hair with the hairbrush you gave me."
el peine,comb,Aquí tienes el peine que me pediste prestado.,Here is the comb that you borrowed from me.
el limpiador facial,facial cleanser,Me encanta usar el limpiador facial antes de acostarme para tener la piel limpia y suave.,I love using the facial cleanser before going to bed to have clean and soft skin.
la balanza,scale,La balanza se utiliza para medir el peso de los productos en la tienda.,The scale is used to measure the weight of the products in the store.
el pañuelo de papel,tissue,"¡Por favor, pasa el pañuelo de papel que necesito limpiarme la nariz!","""Please pass the tissue, I need to blow my nose!"""
los juguetes de baño,bath toys,A mis hijos les encantan los juguetes de baño que tienen forma de animales marinos.,My children love bath toys that are shaped like sea animals.
la alfombra de baño,bath mat,¡No olvides colgar la alfombra de baño después de usarla para que se seque!,Don't forget to hang up the bathroom mat after using it so it can dry!
la ducha,shower,Me gusta cantar en la ducha todas las mañanas.,"Sure! Here's a sentence for you: ""Me gusta cantar en la ducha todas las mañanas porque me ayuda a empezar el día con energía."""
la bañera,bathtub,"Claro, aquí tienes una frase en español: ""Después de un largo día de trabajo, me relajo en la bañera con sales aromáticas"".","Of course, here is a sentence in English: ""After a long day of work, I relax in the bathtub with aromatic salts."""
el fregadero,sink,"Por favor, limpia los platos en el fregadero antes de irte a dormir.","""Por favor, limpia los platos en el fregadero antes de irte a dormir"" is a sentence in Spanish that translates to ""Please clean the dishes in the sink before going to bed"" in English."
el inodoro,toilet,"Por favor, recuerda tirar de la cadena después de usar el inodoro.","Por favor, recuerda tirar de la cadena después de usar el inodoro para mantenerlo limpio y funcional."
el grifo,faucet,"Por favor, cierra el grifo después de lavarte las manos.","""Please, close the faucet after washing your hands."""
el espejo,mirror,El espejo refleja mi imagen con claridad.,"""The mirror reflects my image clearly."""
peinar,to comb,Voy a peinar mi cabello antes de salir.,I'm going to brush my hair before heading out.
cocinar,to cook,Voy a cocinar una deliciosa cena esta noche.,"""I am going to cook a delicious dinner tonight."""
comer,to eat,Voy a comer una deliciosa pizza para la cena.,"""I am going to eat a delicious pizza for dinner."""
adobar,to marinate,Vamos a adobar la carne antes de cocinarla en la parrilla.,Let's marinate the meat before grilling it on the barbecue.
sazonar,to season,Me gusta sazonar la carne con especias antes de cocinarla.,I like to season the meat with spices before cooking it.
lavar,to wash,"Por favor, recuerda lavar la ropa antes de guardarla en el armario.","""Please remember to wash the clothes before storing them in the closet."""
cortar,to cut,El chef va a cortar las verduras para la ensalada.,The chef is going to chop the vegetables for the salad.
pelar,to peel,Voy a pelar las papas para hacer una deliciosa sopa.,I am going to peel the potatoes to make a delicious soup.
picar,to chop,Me gusta picar frutas para hacer una ensalada deliciosa.,I like to chop fruits to make a delicious salad.
moler,to grind,Me gusta moler café recién tostado para preparar una deliciosa taza de café por la mañana.,I enjoy grinding freshly roasted coffee to prepare a delicious cup of coffee in the morning.
incorporar,to add,Es importante incorporar nuevos hábitos saludables en tu rutina diaria. (It is important to incorporate new healthy habits into your daily routine.),"Es importante incorporar nuevos hábitos saludables en tu rutina diaria, como dormir lo suficiente y hacer ejercicio regularmente."
mezclar,to mix,Voy a mezclar las frutas para hacer un delicioso batido.,I am going to mix the fruits to make a delicious smoothie.
catir,to whisk,El gato blanco es catir y muy peludo.,"""The white cat is blond and very fluffy."""
licuar,to blend,Me gusta licuar frutas para hacer batidos saludables.,I like to blend fruits to make healthy smoothies.
combinar,to combine,¡Me encanta combinar colores vivos en mi ropa para crear looks divertidos y originales!,I love to combine bright colors in my clothing to create fun and original looks!
freír,to fry,Me encanta freír papas para hacer papas fritas caseras.,I love frying potatoes to make homemade french fries.
hervir,to boil,El agua comienza a hervir cuando alcanza los 100 grados Celsius.,Water begins to boil when it reaches 100 degrees Celsius.
colar,to strain,El café se debe colar antes de servirlo.,The coffee must be strained before serving it.
cocer,to cook,Mi abuela sabe cocer el mejor arroz con pollo.,My grandmother knows how to cook the best chicken and rice.
hornear,to bake,Voy a hornear galletas deliciosas para la fiesta de cumpleaños.,"""I am going to bake delicious cookies for the birthday party."""
asar,to grill / roast,Voy a asar carne en la parrilla para la cena.,I am going to grill meat on the barbecue for dinner.
saltear,to saute,Clara prefirió saltear las verduras en lugar de cocinarlas al vapor.,Clara preferred to sauté the vegetables instead of steaming them.
preparar,to prepare,Voy a preparar la cena esta noche.,I am going to prepare dinner tonight.
descongelar,to defrost,"Claro, aquí tienes una frase: ""Es importante descongelar el pollo antes de cocinarlo"".","""Of course, here is a sentence: 'It is important to defrost the chicken before cooking it'."""
quemar,to burn,Es peligroso jugar con fuego porque te puedes quemar.,It is dangerous to play with fire because you can get burned.
tostar,to toast,Voy a tostar pan para preparar un delicioso sándwich.,"""I am going to toast bread to prepare a delicious sandwich."""
derretir,to melt,El sol caliente hizo derretir el helado en cuestión de segundos.,The hot sun melted the ice cream in a matter of seconds.
rodajear,to slice,Los chefs de la cocina rodajearon las zanahorias para la ensalada.,The chefs in the kitchen sliced the carrots for the salad.
calentar,to warm up / heat,Voy a calentar la sopa para la cena.,I am going to heat up the soup for dinner.
rellenar,to fill / stuff,"Claro, aquí tienes una frase: ""Voy a rellenar el formulario con mis datos personales"".","""Of course, here's a sentence: 'Voy a rellenar el formulario con mis datos personales'."""
lavar,to wash,Voy a lavar la ropa esta tarde.,"""I am going to wash the clothes this afternoon."""
limpiar,to clean,Voy a limpiar la casa antes de que lleguen los invitados.,"""I am going to clean the house before the guests arrive."""
desayunar,to have breakfast,Me gusta desayunar café con tostadas todas las mañanas.,"""I enjoy having coffee with toast for breakfast every morning."""
cenar,to have dinner,Me gusta cenar en mi restaurante favorito los fines de semana.,"Sure! Here is a sentence using the phrase you provided: ""Me gusta cenar en mi restaurante favorito los fines de semana porque la comida es deliciosa y el ambiente es acogedor."""
la puerta,the door,Cierra la puerta antes de salir de la casa.,"""Remember to close the door before leaving the house."""
el armario,the wardrobe,"Claramente, debes organizar tu ropa en el armario para mantener tu habitación ordenada.","Clearly, you should organize your clothes in the closet to keep your room tidy."
la estantería,the shelf,"Por favor, coloca los libros en la estantería.","""Please, place the books on the bookshelf."""
la ventana,the window,La ventana está abierta y entra luz en la habitación.,"""The window is open and light enters the room."""
las cortinas,the curtains,Las cortinas de la sala son de color blanco y le dan luminosidad al ambiente.,"""The curtains in the living room are white in color and they give brightness to the room."""
el escritorio,the desk,"Claro, aquí tienes: Coloque el libro sobre el escritorio.","Of course, here you go: Place the book on the desk."
el ordenador,the computer,"Claro, aquí tienes una oración: ""Necesito comprar un nuevo el ordenador para mi trabajo.""","Of course, here is a sentence: ""I need to buy a new computer for my job."""
la cama,the bed,Claras siempre las sábanas antes de dormir en la cama.,"Sure, here is a sentence using the phrase you provided: ""I always make sure to iron the sheets before getting into bed."""
el cojín,the pillow,El cojín en la sala es muy suave y cómodo.,The cushion in the living room is very soft and comfortable.
el edredón,the quilt,"Claro, aquí tienes una frase: ""En invierno, me encanta acurrucarme debajo del edredón para mantenerme calentito"".","Of course, here is a sentence: ""In the winter, I love cuddling up under the duvet to keep warm""."
las sábanas,the bedding,"Por la mañana, me encanta mantener las sábanas limpias y frescas en mi cama.","In the morning, I love keeping the sheets clean and fresh on my bed."
la almohada,the pillowcase,"Cuando llegué a casa, me relajé en el sofá con la almohada para tomar una siesta.","When I arrived home, I relaxed on the sofa with a pillow to take a nap."
la lámpara,the lamp,Encendí la lámpara para iluminar la habitación.,I turned on the lamp to illuminate the room.
la mesilla de noche,the night table or nightstand,Puse las gafas en la mesilla de noche antes de dormir.,I put my glasses on the nightstand before going to sleep.
el espejo,the mirror,El espejo refleja la belleza de la habitación.,"""The mirror reflects the beauty of the room."""
el cuadro,the painting,El cuadro que compré en la tienda es muy colorido y hermoso.,The painting that I bought at the store is very colorful and beautiful.
la puerta,the door,La puerta está abierta.,The door is open.
el armario,the wardrobe,"Claramente, necesito organizar mi ropa en el armario.","""Clearly, I need to organize my clothes in the closet."""
la estantería,the shelf,La estantería está llena de libros y objetos decorativos.,"""The bookshelf is filled with books and decorative objects."""
la ventana,the window,Clara abrió la ventana para dejar entrar el aire fresco.,Clara opened the window to let in the fresh air.
las cortinas,the curtains,Las cortinas nuevas le dieron un toque fresco al salón.,"""The new curtains gave a fresh touch to the living room."""
la mesa,the table,"Claro, aquí tienes una oración en español: ""Coloquemos los platos en la mesa para la cena.""","Of course, here is a sentence in Spanish: ""Coloquemos los platos en la mesa para la cena."""
la silla,the chair,"Claro, aquí tienes: ""Por favor, siéntate en la silla junto a la ventana.""","Of course, here you go: ""Please, sit on the chair next to the window."""
el sillón,armchair,El gato duerme cómodamente en el sillón.,The cat sleeps comfortably on the couch.
la alfombra,the carpet or rug,"Claro, aquí tienes una oración: ""La alfombra en la sala es de un suave color beige.""","Of course, here is a sentence: ""The carpet in the living room is a soft beige color."""
la lámpara,the lamp,Encendió la lámpara para iluminar la habitación.,"""He turned on the lamp to illuminate the room."""
la planta,the plant,La planta de tomates en mi jardín está creciendo muy bien.,The tomato plant in my garden is growing very well.
las flores,the flowers,Las flores son hermosas en primavera.,The flowers are beautiful in the spring.
la chimenea,the chimney,"En invierno, me encanta sentarme cerca de la chimenea con una taza de chocolate caliente.","En invierno, me encanta sentarme cerca de la chimenea con una taza de chocolate caliente."
el suelo,the ground,El gato se echó en el suelo para descansar.,The cat lay down on the floor to rest.
el techo,the ceiling,El gato se subió al techo en busca de aventuras.,The cat climbed onto the roof in search of adventure.
dependiente/a,shop assistant,El dependiente de la tienda me ayudó a encontrar el regalo perfecto.,The store clerk helped me find the perfect gift.
caja,checkout,"Por favor, pon el dinero en la caja.","""Please put the money in the cash register."""
rebajas,sales,Las rebajas de verano son una excelente oportunidad para comprar ropa nueva a precios más bajos.,"""The summer sales are an excellent opportunity to buy new clothes at lower prices."""
ocasión,bargain,"En aquella ocasión, celebramos el cumpleaños de mi abuela.","On that occasion, we celebrated my grandmother's birthday."
recibo,receipt,"Claro, aquí tienes: ""Mañana recibiré el recibo de mi factura de electricidad"".","Of course, here it is: ""Tomorrow I will receive the receipt for my electricity bill."""
probadores,dressing room,Los probadores de la tienda de ropa están ocupados en este momento.,"""The fitting rooms in the clothing store are currently occupied."""
tamaño,size,El tamaño del pastel era enorme y no cabía en la mesa.,The size of the cake was enormous and it wouldn't fit on the table.
tienda de ropa,clothing store,"Claro, aquí tienes una oración: ""Voy a comprar un vestido nuevo en la tienda de ropa del centro comercial"".","""Of course, here is a sentence: 'I'm going to buy a new dress at the clothing store in the mall'."""
zapatería,shoe store,Mi abuelita compró unos zapatos nuevos en la zapatería esta mañana.,My grandmother bought some new shoes at the shoe store this morning.
librería,bookstore,Me gusta pasar horas en la librería buscando libros interesantes para leer.,I enjoy spending hours in the bookstore looking for interesting books to read.
almacén,department store,El almacén está cerrado hoy por reparaciones.,"""The store is closed today for repairs."""
